user_id,region,acquisition_channel,registration_date,age,currency
1258,US,Google Search,2025-07-19,46,USD
1259,US,Social Media,2024-03-29,18,USD
1260,US,Google Search,2023-11-01,47,USD
1261,US,Direct,2025-05-30,37,USD
1262,US,Influencer,2024-08-25,18,USD
1263,US,Direct,2024-03-15,39,USD
1264,US,Social Media,2023-11-09,36,USD
1265,US,Social Media,2024-08-05,49,USD
1266,US,Social Media,2024-09-27,52,USD
1267,US,Social Media,2023-03-03,42,USD
1268,US,Social Media,2024-09-16,58,USD
1269,US,Email Marketing,2025-01-27,37,USD
1270,US,Google Search,2023-04-12,42,USD
1271,US,Direct,2025-02-20,24,USD
1272,US,Social Media,2023-08-01,51,USD
1273,US,Email Marketing,2024-10-02,35,USD
1274,US,Social Media,2023-08-05,41,USD
1275,US,Google Search,2023-09-28,18,USD
1276,US,Social Media,2024-11-07,53,USD
1277,US,Social Media,2023-03-25,52,USD
1278,US,Influencer,2023-06-10,18,USD
1279,US,Email Marketing,2023-09-03,20,USD
1280,US,Direct,2023-06-27,22,USD
1281,US,Social Media,2024-07-19,39,USD
1282,US,Google Search,2023-03-18,23,USD
1283,US,Direct,2023-06-10,41,USD
1284,US,Direct,2023-01-03,39,USD
1285,US,Social Media,2024-02-23,60,USD
1286,US,Social Media,2024-04-06,22,USD
1287,US,Influencer,2024-12-06,34,USD
1288,US,Google Search,2024-08-31,23,USD
1289,US,Social Media,2024-04-26,37,USD
1290,US,Social Media,2023-10-26,24,USD
1291,US,Email Marketing,2023-02-03,34,USD
1292,US,Social Media,2023-08-26,27,USD
1293,US,Direct,2023-10-23,54,USD
1294,US,Direct,2024-12-24,41,USD
1295,US,Social Media,2023-10-17,41,USD
1296,US,Influencer,2024-12-20,56,USD
1297,US,Social Media,2025-05-30,22,USD
1298,US,Google Search,2024-04-09,49,USD
1299,US,Google Search,2023-03-14,43,USD
1300,US,Social Media,2024-12-04,33,USD
1301,US,Influencer,2023-08-28,27,USD
1302,US,Google Search,2025-08-04,33,USD
1303,US,Direct,2023-09-28,21,USD
1304,US,Email Marketing,2025-03-17,18,USD
1305,US,Google Search,2025-03-21,26,USD
1306,US,Social Media,2024-10-02,58,USD
1307,US,Influencer,2024-08-26,39,USD
1308,US,Google Search,2024-11-08,36,USD
1309,US,Google Search,2025-04-03,18,USD
1310,US,Google Search,2025-08-14,22,USD
1311,US,Direct,2023-07-22,60,USD
1312,US,Google Search,2024-03-11,49,USD
1313,US,Email Marketing,2023-04-28,25,USD
1314,US,Influencer,2024-07-11,35,USD
1315,US,Social Media,2023-08-19,34,USD
1316,US,Google Search,2024-10-25,34,USD
1317,US,Influencer,2023-06-02,41,USD
1318,US,Social Media,2025-07-19,52,USD
1319,US,Direct,2023-09-30,40,USD
1320,US,Influencer,2025-04-26,41,USD
1321,US,Email Marketing,2023-05-26,40,USD
1322,US,Influencer,2023-03-15,18,USD
1323,US,Google Search,2023-03-03,26,USD
1324,US,Direct,2023-06-19,30,USD
1325,US,Social Media,2025-03-22,45,USD
1326,US,Social Media,2023-11-11,37,USD
1327,US,Social Media,2024-09-01,40,USD
1328,US,Google Search,2025-02-05,40,USD
1329,US,Google Search,2025-04-24,40,USD
1330,US,Google Search,2024-08-05,48,USD
1331,US,Influencer,2025-08-01,62,USD
1332,US,Direct,2023-10-23,45,USD
1333,US,Social Media,2024-03-25,36,USD
1334,US,Google Search,2023-05-08,27,USD
1335,US,Direct,2024-04-24,33,USD
1336,US,Social Media,2024-12-06,25,USD
1337,US,Google Search,2023-11-08,33,USD
1338,US,Google Search,2024-12-17,28,USD
1339,US,Email Marketing,2024-02-17,35,USD
1340,US,Social Media,2023-10-06,20,USD
1341,US,Google Search,2024-05-27,36,USD
1342,Australia,Social Media,2024-07-06,47,AUD
1343,US,Social Media,2024-05-20,37,USD
1344,US,Social Media,2024-03-24,18,USD
1345,US,Email Marketing,2023-03-24,29,USD
1346,US,Social Media,2024-09-04,32,USD
1347,US,Google Search,2023-02-10,26,USD
1348,UK,Direct,2025-06-29,19,GBP
1349,US,Social Media,2024-03-18,46,USD
1350,US,Social Media,2025-01-22,18,USD
1351,US,Direct,2023-11-27,31,USD
1352,US,Social Media,2024-09-10,18,USD
1353,US,Social Media,2023-09-14,53,USD
1354,US,Google Search,2023-01-27,42,USD
1355,US,Social Media,2023-04-04,40,USD
1356,US,Google Search,2023-08-23,28,USD
1357,US,Influencer,2024-11-21,32,USD
1358,US,Direct,2025-05-06,30,USD
1359,Japan,Social Media,2025-05-31,35,JPY
1360,US,Google Search,2024-08-12,35,USD
1361,US,Influencer,2024-08-24,41,USD
1362,US,Direct,2023-01-22,28,USD
1363,US,Google Search,2025-02-22,40,USD
1364,US,Social Media,2024-11-19,40,USD
1365,US,Social Media,2025-04-21,50,USD
1366,US,Google Search,2023-10-03,18,USD
1367,Japan,Social Media,2024-08-13,23,JPY
1368,US,Social Media,2023-02-11,54,USD
1369,US,Email Marketing,2025-02-20,28,USD
1370,US,Google Search,2025-02-13,20,USD
1371,US,Google Search,2023-06-29,52,USD
1372,US,Google Search,2024-04-26,57,USD
1373,US,Google Search,2024-06-15,43,USD
1374,US,Google Search,2024-10-29,25,USD
1375,US,Google Search,2024-03-28,45,USD
1376,US,Direct,2025-07-27,22,USD
1377,US,Direct,2023-10-12,21,USD
1378,US,Google Search,2023-07-05,34,USD
1379,US,Google Search,2024-08-22,18,USD
1380,US,Social Media,2024-03-22,34,USD
1381,US,Influencer,2024-10-12,33,USD
1382,US,Direct,2025-04-13,19,USD
1383,US,Google Search,2024-05-18,46,USD
1384,US,Social Media,2023-04-04,35,USD
1385,US,Google Search,2024-04-26,37,USD
1386,US,Google Search,2023-12-23,45,USD
1387,US,Influencer,2024-02-23,19,USD
1388,US,Social Media,2023-12-08,38,USD
1389,US,Social Media,2023-11-25,60,USD
1390,US,Direct,2024-11-17,50,USD
1391,US,Social Media,2023-04-18,35,USD
1392,US,Social Media,2025-05-28,19,USD
1393,US,Email Marketing,2023-06-14,47,USD
1394,US,Social Media,2023-12-04,42,USD
1395,US,Email Marketing,2024-02-26,62,USD
1396,US,Direct,2024-12-11,18,USD
1397,US,Influencer,2024-05-22,23,USD
1398,US,Social Media,2023-10-23,47,USD
1399,US,Email Marketing,2024-11-09,25,USD
1400,US,Email Marketing,2024-02-15,26,USD
1401,US,Direct,2025-04-13,44,USD
1402,US,Social Media,2025-02-17,25,USD
1403,US,Social Media,2024-07-17,35,USD
1404,US,Social Media,2023-02-07,36,USD
1405,US,Direct,2024-04-10,23,USD
1406,US,Direct,2023-04-01,31,USD
1407,US,Social Media,2023-11-19,18,USD
1408,US,Direct,2023-09-16,35,USD
1409,US,Social Media,2023-11-28,18,USD
1410,US,Direct,2023-04-29,27,USD
1411,US,Google Search,2025-03-02,40,USD
1412,US,Social Media,2024-02-18,38,USD
1413,Australia,Google Search,2025-06-04,29,AUD
1414,US,Social Media,2024-06-10,32,USD
1415,US,Social Media,2025-04-24,38,USD
1416,US,Email Marketing,2023-01-02,37,USD
1417,US,Direct,2024-11-04,40,USD
1418,US,Direct,2025-06-09,25,USD
1419,US,Google Search,2024-07-09,36,USD
1420,US,Social Media,2024-04-18,61,USD
1421,US,Email Marketing,2024-02-28,49,USD
1422,US,Email Marketing,2023-02-25,19,USD
1423,US,Social Media,2023-07-12,47,USD
1424,US,Social Media,2024-06-14,45,USD
1425,US,Social Media,2024-01-06,35,USD
1426,US,Email Marketing,2024-09-29,33,USD
1427,US,Social Media,2025-02-13,37,USD
1428,US,Direct,2024-05-25,49,USD
1429,US,Direct,2024-10-02,50,USD
1430,US,Direct,2024-03-28,33,USD
1431,US,Email Marketing,2025-02-17,49,USD
1432,US,Email Marketing,2023-02-22,47,USD
1433,US,Social Media,2023-07-28,46,USD
1434,US,Influencer,2023-10-01,32,USD
1435,US,Direct,2024-07-16,24,USD
1436,US,Social Media,2023-05-15,24,USD
1437,US,Google Search,2025-08-07,40,USD
1438,US,Google Search,2023-10-22,35,USD
1439,US,Google Search,2024-03-24,47,USD
1440,US,Google Search,2025-06-20,33,USD
1441,US,Influencer,2024-12-16,32,USD
1442,US,Google Search,2024-05-11,33,USD
1443,US,Google Search,2023-05-05,27,USD
1444,US,Direct,2023-01-30,41,USD
1445,US,Google Search,2024-10-07,45,USD
1446,US,Social Media,2024-09-15,25,USD
1447,US,Influencer,2025-03-29,44,USD
1448,US,Social Media,2023-09-03,33,USD
1449,US,Google Search,2024-12-27,26,USD
1450,US,Social Media,2023-06-12,41,USD
1451,US,Influencer,2023-11-15,23,USD
1452,US,Social Media,2024-07-18,32,USD
1453,US,Direct,2023-01-15,27,USD
1454,US,Influencer,2024-07-19,38,USD
1455,US,Social Media,2024-02-22,50,USD
1456,US,Google Search,2023-04-06,29,USD
1457,US,Google Search,2023-08-19,38,USD
1458,US,Influencer,2025-05-11,34,USD
1459,US,Social Media,2025-07-23,37,USD
1460,US,Social Media,2023-04-27,35,USD
1461,US,Social Media,2024-04-17,42,USD
1462,US,Email Marketing,2023-05-01,28,USD
1463,US,Social Media,2024-10-25,25,USD
1464,US,Social Media,2025-05-02,25,USD
1465,US,Social Media,2023-06-07,18,USD
1466,US,Influencer,2024-05-25,20,USD
1467,US,Social Media,2025-08-13,33,USD
1468,US,Social Media,2025-01-03,31,USD
1469,US,Direct,2023-10-26,38,USD
1470,US,Social Media,2024-06-05,24,USD
1471,US,Social Media,2024-12-23,37,USD
1472,US,Influencer,2023-10-07,50,USD
1473,US,Email Marketing,2024-03-01,38,USD
1474,US,Google Search,2025-05-04,32,USD
1475,US,Influencer,2024-05-09,33,USD
1476,US,Social Media,2024-04-28,37,USD
1477,US,Google Search,2023-09-07,20,USD
1478,US,Social Media,2024-04-12,36,USD
1479,US,Google Search,2024-07-18,42,USD
1480,US,Social Media,2023-05-29,44,USD
1481,US,Social Media,2024-01-28,19,USD
1482,US,Social Media,2023-07-15,18,USD
1483,Australia,Influencer,2025-08-01,30,AUD
1484,US,Google Search,2024-09-05,33,USD
1485,US,Social Media,2024-06-04,30,USD
1486,UK,Google Search,2025-02-03,38,GBP
1487,US,Social Media,2025-06-19,20,USD
1488,US,Influencer,2023-05-20,40,USD
1489,US,Email Marketing,2025-06-03,49,USD
1490,US,Social Media,2023-03-13,40,USD
1491,US,Direct,2023-10-10,23,USD
1492,US,Email Marketing,2025-03-02,30,USD
1493,US,Social Media,2025-03-19,27,USD
1494,US,Direct,2025-05-24,26,USD
1495,US,Direct,2024-02-29,48,USD
1496,US,Google Search,2023-12-15,29,USD
1497,US,Social Media,2025-08-14,50,USD
1498,US,Direct,2025-03-17,21,USD
1499,US,Social Media,2024-06-03,18,USD
1500,US,Social Media,2023-10-01,42,USD
1501,US,Social Media,2025-04-20,34,USD
1502,US,Social Media,2023-01-03,32,USD
1503,US,Social Media,2023-10-17,38,USD
1504,US,Google Search,2025-01-13,54,USD
1505,US,Social Media,2023-11-02,21,USD
1506,US,Social Media,2025-05-07,18,USD
1507,Australia,Direct,2024-08-24,46,AUD
1508,US,Social Media,2024-08-16,37,USD
1509,US,Social Media,2024-11-06,38,USD
1510,US,Social Media,2024-05-16,37,USD
1511,Australia,Google Search,2025-06-05,18,AUD
1512,US,Google Search,2023-06-02,33,USD
1513,US,Email Marketing,2024-04-02,25,USD
1514,US,Google Search,2024-07-05,18,USD
1515,US,Influencer,2024-05-10,51,USD
1516,US,Email Marketing,2023-12-20,43,USD
1517,US,Social Media,2023-12-07,55,USD
1518,US,Direct,2024-07-19,23,USD
1519,US,Direct,2025-02-20,42,USD
1520,US,Social Media,2024-07-10,26,USD
1521,US,Direct,2024-01-22,18,USD
1522,France,Direct,2024-04-11,33,EUR
1523,Australia,Google Search,2025-08-13,46,AUD
1524,US,Direct,2023-11-26,34,USD
1525,US,Google Search,2025-06-09,31,USD
1526,US,Social Media,2023-07-13,30,USD
1527,France,Social Media,2024-12-15,46,EUR
1528,US,Social Media,2023-09-02,40,USD
1529,US,Direct,2024-08-08,45,USD
1530,France,Google Search,2024-01-28,44,EUR
1531,US,Direct,2023-08-28,30,USD
1532,US,Google Search,2025-05-26,25,USD
1533,US,Google Search,2025-03-05,30,USD
1534,US,Social Media,2024-02-25,45,USD
1535,US,Email Marketing,2023-02-14,31,USD
1536,US,Direct,2023-11-22,19,USD
1537,US,Direct,2025-02-01,28,USD
1538,US,Social Media,2024-04-29,27,USD
1539,US,Email Marketing,2024-12-23,26,USD
1540,Australia,Direct,2025-07-24,57,AUD
1541,US,Google Search,2025-04-10,27,USD
1542,US,Google Search,2024-01-26,39,USD
1543,US,Direct,2024-01-31,30,USD
1544,US,Influencer,2024-11-10,21,USD
1545,US,Influencer,2025-03-22,41,USD
1546,US,Direct,2025-04-20,52,USD
1547,US,Direct,2024-10-29,70,USD
1548,US,Google Search,2023-06-05,21,USD
1549,US,Email Marketing,2024-05-22,58,USD
1550,US,Social Media,2023-02-07,25,USD
1551,US,Social Media,2023-05-10,18,USD
1552,US,Social Media,2024-05-29,35,USD
1553,US,Social Media,2024-08-27,54,USD
1554,US,Social Media,2023-12-06,39,USD
1555,France,Google Search,2025-06-09,18,EUR
1556,US,Google Search,2023-04-13,42,USD
1557,US,Social Media,2025-06-14,29,USD
1558,US,Google Search,2025-05-15,42,USD
1559,US,Social Media,2024-03-26,23,USD
1560,US,Social Media,2023-04-13,37,USD
1561,US,Social Media,2024-06-22,34,USD
1562,US,Social Media,2025-07-21,28,USD
1563,US,Social Media,2024-04-12,61,USD
1564,US,Social Media,2023-01-16,18,USD
1565,US,Social Media,2025-01-09,25,USD
1566,US,Influencer,2023-05-28,31,USD
1567,France,Email Marketing,2024-02-24,54,EUR
1568,US,Direct,2025-06-10,44,USD
1569,US,Google Search,2024-11-01,25,USD
1570,US,Influencer,2023-06-08,46,USD
1571,US,Google Search,2023-03-18,37,USD
1572,US,Social Media,2024-04-25,44,USD
1573,US,Email Marketing,2025-03-11,43,USD
1574,US,Social Media,2023-09-29,68,USD
1575,Australia,Google Search,2023-12-13,26,AUD
1576,US,Influencer,2024-09-30,37,USD
1577,US,Social Media,2024-12-10,52,USD
1578,US,Email Marketing,2024-02-12,40,USD
1579,US,Email Marketing,2024-10-27,23,USD
1580,US,Social Media,2023-03-24,38,USD
1581,US,Direct,2025-05-22,20,USD
1582,US,Direct,2023-12-03,47,USD
1583,US,Social Media,2025-05-22,29,USD
1584,US,Google Search,2024-11-21,36,USD
1585,US,Influencer,2025-05-29,30,USD
1586,US,Direct,2024-06-30,31,USD
1587,US,Google Search,2024-01-25,50,USD
1588,US,Social Media,2023-11-21,32,USD
1589,US,Influencer,2024-10-03,48,USD
1590,US,Influencer,2025-01-05,30,USD
1591,US,Influencer,2025-06-27,21,USD
1592,US,Social Media,2025-02-16,52,USD
1593,US,Direct,2024-05-14,42,USD
1594,US,Social Media,2025-06-12,27,USD
1595,US,Social Media,2024-07-08,51,USD
1596,France,Google Search,2023-02-06,45,EUR
1597,US,Google Search,2024-09-24,32,USD
1598,US,Social Media,2023-03-12,37,USD
1599,US,Direct,2023-08-29,53,USD
1600,US,Direct,2024-10-08,18,USD
1601,US,Social Media,2024-12-01,32,USD
1602,US,Google Search,2025-08-01,18,USD
1603,US,Social Media,2023-10-22,46,USD
1604,US,Google Search,2023-08-21,37,USD
1605,US,Google Search,2025-02-03,26,USD
1606,US,Social Media,2023-04-03,54,USD
1607,US,Direct,2024-03-20,33,USD
1608,France,Google Search,2023-04-11,30,EUR
1609,US,Influencer,2025-02-17,42,USD
1610,US,Email Marketing,2024-10-10,54,USD
1611,US,Google Search,2024-12-21,39,USD
1612,US,Social Media,2025-06-12,33,USD
1613,US,Google Search,2023-04-13,36,USD
1614,US,Email Marketing,2024-03-30,26,USD
1615,US,Email Marketing,2023-06-20,27,USD
1616,France,Google Search,2024-12-11,36,EUR
1617,US,Google Search,2023-11-03,29,USD
1618,US,Social Media,2025-07-14,44,USD
1619,US,Direct,2023-01-30,18,USD
1620,US,Social Media,2023-02-17,33,USD
1621,US,Social Media,2023-11-29,34,USD
1622,US,Email Marketing,2025-03-26,38,USD
1623,US,Direct,2023-02-27,38,USD
1624,US,Social Media,2023-10-28,28,USD
1625,US,Social Media,2024-01-03,29,USD
1626,US,Direct,2024-01-19,39,USD
1627,US,Social Media,2024-03-17,39,USD
1628,US,Google Search,2023-05-30,38,USD
1629,US,Google Search,2023-09-08,48,USD
1630,US,Influencer,2024-06-27,18,USD
1631,US,Google Search,2024-02-26,37,USD
1632,US,Social Media,2024-08-02,21,USD
1633,US,Influencer,2024-11-29,36,USD
1634,US,Social Media,2025-03-22,27,USD
1635,US,Google Search,2023-07-04,24,USD
1636,US,Social Media,2023-06-24,21,USD
1637,France,Influencer,2023-06-29,44,EUR
1638,US,Social Media,2023-03-22,18,USD
1639,US,Influencer,2024-09-16,35,USD
1640,US,Social Media,2025-06-10,41,USD
1641,US,Direct,2024-01-27,38,USD
1642,US,Google Search,2024-09-26,18,USD
1643,US,Influencer,2024-11-30,34,USD
1644,US,Social Media,2023-09-04,49,USD
1645,US,Direct,2024-05-24,38,USD
1646,US,Google Search,2025-07-23,35,USD
1647,US,Social Media,2024-08-20,18,USD
1648,US,Direct,2023-05-27,20,USD
1649,US,Direct,2023-08-26,18,USD
1650,US,Social Media,2024-04-17,45,USD
1651,US,Google Search,2024-10-15,36,USD
1652,US,Influencer,2023-09-18,61,USD
1653,US,Email Marketing,2024-04-15,37,USD
1654,US,Google Search,2023-09-19,21,USD
1655,US,Google Search,2024-11-13,33,USD
1656,US,Email Marketing,2023-01-10,24,USD
1657,US,Influencer,2025-07-09,44,USD
1658,France,Google Search,2025-04-03,31,EUR
1659,US,Google Search,2024-04-21,21,USD
1660,US,Social Media,2025-07-11,46,USD
1661,US,Google Search,2023-10-22,18,USD
1662,US,Social Media,2024-11-24,22,USD
1663,US,Social Media,2024-07-13,34,USD
1664,US,Google Search,2023-06-11,39,USD
1665,UK,Social Media,2023-03-17,48,GBP
1666,US,Social Media,2024-03-28,46,USD
1667,US,Social Media,2023-12-20,53,USD
1668,US,Email Marketing,2024-08-24,42,USD
1669,US,Email Marketing,2023-11-03,18,USD
1670,US,Influencer,2024-10-16,32,USD
1671,US,Social Media,2024-03-10,49,USD
1672,US,Social Media,2024-12-07,18,USD
1673,US,Social Media,2023-09-14,29,USD
1674,US,Social Media,2024-04-12,18,USD
1675,US,Google Search,2025-05-15,27,USD
1676,US,Social Media,2023-11-06,43,USD
1677,US,Google Search,2023-07-23,40,USD
1678,US,Google Search,2024-01-29,39,USD
1679,US,Social Media,2025-05-23,36,USD
1680,US,Google Search,2024-05-09,30,USD
1681,US,Direct,2023-04-20,25,USD
1682,US,Social Media,2023-08-31,47,USD
1683,US,Direct,2024-01-26,43,USD
1684,US,Influencer,2024-08-08,21,USD
1685,US,Direct,2024-01-03,18,USD
1686,US,Social Media,2024-08-11,41,USD
1687,US,Email Marketing,2023-10-30,58,USD
1688,US,Social Media,2024-12-17,47,USD
1689,US,Google Search,2023-10-30,23,USD
1690,US,Social Media,2023-01-23,28,USD
1691,US,Google Search,2025-04-29,39,USD
1692,US,Direct,2024-11-05,43,USD
1693,US,Direct,2024-02-10,38,USD
1694,US,Google Search,2023-10-09,25,USD
1695,US,Google Search,2023-01-09,28,USD
1696,US,Social Media,2024-08-02,35,USD
1697,US,Social Media,2025-06-04,21,USD
1698,US,Direct,2024-12-03,36,USD
1699,US,Social Media,2025-03-07,18,USD
1700,US,Direct,2025-02-01,59,USD
1701,US,Email Marketing,2023-02-20,26,USD
1702,US,Social Media,2025-07-21,37,USD
1703,US,Social Media,2024-09-12,26,USD
1704,US,Direct,2025-02-02,18,USD
1705,US,Direct,2024-05-23,38,USD
1706,US,Direct,2025-05-02,28,USD
1707,US,Influencer,2025-07-14,24,USD
1708,US,Social Media,2025-07-13,23,USD
1709,US,Direct,2023-10-21,40,USD
1710,US,Social Media,2025-03-05,47,USD
1711,US,Influencer,2025-03-29,33,USD
1712,US,Google Search,2023-08-24,45,USD
1713,US,Direct,2024-09-13,26,USD
1714,US,Google Search,2025-04-01,34,USD
1715,US,Direct,2023-12-27,38,USD
1716,US,Influencer,2023-08-13,18,USD
1717,US,Google Search,2024-10-13,51,USD
1718,US,Direct,2023-07-14,21,USD
1719,US,Social Media,2024-09-27,39,USD
1720,US,Google Search,2023-09-14,24,USD
1721,US,Email Marketing,2024-11-25,18,USD
1722,US,Direct,2025-02-12,18,USD
1723,US,Social Media,2025-01-08,49,USD
1724,US,Social Media,2025-02-24,31,USD
1725,US,Social Media,2024-11-06,41,USD
1726,US,Email Marketing,2024-11-28,43,USD
1727,US,Social Media,2025-05-08,24,USD
1728,US,Google Search,2023-05-21,36,USD
1729,US,Social Media,2024-10-05,48,USD
1730,US,Social Media,2023-04-10,38,USD
1731,US,Email Marketing,2025-07-14,21,USD
1732,US,Social Media,2024-10-04,19,USD
1733,US,Direct,2024-10-23,49,USD
1734,US,Direct,2023-02-10,57,USD
1735,US,Google Search,2023-11-13,45,USD
1736,Australia,Direct,2025-03-18,40,AUD
1737,US,Social Media,2024-03-27,38,USD
1738,US,Direct,2023-02-04,50,USD
1739,US,Email Marketing,2024-08-16,29,USD
1740,US,Social Media,2024-01-09,44,USD
1741,Australia,Social Media,2025-01-19,20,AUD
1742,US,Social Media,2023-05-15,38,USD
1743,US,Google Search,2023-04-03,40,USD
1744,US,Influencer,2025-07-20,28,USD
1745,US,Direct,2023-10-30,27,USD
1746,US,Google Search,2023-12-01,29,USD
1747,US,Social Media,2025-02-04,18,USD
1748,UK,Social Media,2024-03-01,20,GBP
1749,US,Google Search,2023-06-29,18,USD
1750,US,Social Media,2023-07-25,39,USD
1751,US,Social Media,2023-05-16,43,USD
1752,US,Influencer,2025-03-16,38,USD
1753,US,Influencer,2024-07-06,20,USD
1754,US,Social Media,2025-06-16,47,USD
1755,US,Social Media,2024-01-10,32,USD
1756,US,Social Media,2024-06-27,24,USD
1757,US,Direct,2024-05-28,29,USD
1758,US,Google Search,2025-07-24,47,USD
1759,US,Direct,2023-10-07,18,USD
1760,US,Google Search,2025-04-30,44,USD
1761,US,Google Search,2023-06-18,41,USD
1762,US,Influencer,2023-09-21,24,USD
1763,UK,Direct,2025-07-24,43,GBP
1764,US,Direct,2025-04-24,27,USD
1765,US,Google Search,2024-05-08,22,USD
1766,US,Social Media,2025-04-05,58,USD
1767,US,Influencer,2023-10-30,39,USD
1768,US,Social Media,2025-02-03,42,USD
1769,US,Influencer,2025-06-10,51,USD
1770,US,Direct,2023-12-13,45,USD
1771,US,Google Search,2025-04-03,22,USD
1772,US,Social Media,2023-04-28,39,USD
1773,US,Google Search,2024-04-24,24,USD
1774,US,Influencer,2023-03-19,37,USD
1775,US,Email Marketing,2023-05-25,45,USD
1776,France,Influencer,2025-02-11,20,EUR
1777,US,Direct,2023-08-20,27,USD
1778,US,Email Marketing,2025-05-30,31,USD
1779,US,Social Media,2024-11-23,20,USD
1780,US,Influencer,2025-01-11,56,USD
1781,US,Social Media,2024-11-21,37,USD
1782,US,Google Search,2024-02-11,23,USD
1783,US,Google Search,2025-05-16,47,USD
1784,US,Google Search,2025-04-03,46,USD
1785,US,Social Media,2024-07-24,41,USD
1786,Japan,Google Search,2024-01-10,18,JPY
1787,US,Google Search,2023-04-03,40,USD
1788,US,Google Search,2025-03-20,50,USD
1789,US,Direct,2024-02-09,21,USD
1790,US,Social Media,2023-01-15,31,USD
1791,US,Social Media,2023-09-28,43,USD
1792,US,Google Search,2024-07-03,24,USD
1793,US,Influencer,2023-05-07,52,USD
1794,US,Social Media,2024-04-10,28,USD
1795,US,Google Search,2024-01-13,48,USD
1796,US,Google Search,2024-11-19,18,USD
1797,US,Google Search,2025-02-05,24,USD
1798,US,Google Search,2024-11-19,44,USD
1799,US,Social Media,2023-09-26,48,USD
1800,US,Social Media,2024-08-21,40,USD
1801,US,Direct,2024-01-26,26,USD
1802,US,Direct,2025-04-22,18,USD
1803,US,Influencer,2024-10-15,18,USD
1804,US,Influencer,2024-01-16,18,USD
1805,US,Google Search,2023-04-21,42,USD
1806,US,Social Media,2024-11-22,54,USD
1807,US,Social Media,2023-08-28,32,USD
1808,Australia,Google Search,2024-04-27,42,AUD
1809,US,Google Search,2023-01-26,31,USD
1810,US,Direct,2024-09-26,23,USD
1811,US,Direct,2025-06-24,28,USD
1812,US,Influencer,2024-07-28,29,USD
1813,US,Google Search,2023-12-02,24,USD
1814,UK,Direct,2025-07-26,35,GBP
1815,US,Google Search,2024-09-16,40,USD
1816,US,Direct,2023-08-15,22,USD
1817,US,Direct,2024-10-25,45,USD
1818,US,Social Media,2023-03-06,38,USD
1819,US,Influencer,2024-10-12,52,USD
1820,US,Social Media,2025-04-23,26,USD
1821,US,Social Media,2024-04-20,18,USD
1822,US,Email Marketing,2025-07-20,29,USD
1823,France,Social Media,2024-12-18,46,EUR
1824,US,Social Media,2023-11-06,41,USD
1825,US,Direct,2024-10-26,36,USD
1826,US,Google Search,2024-02-23,29,USD
1827,US,Email Marketing,2023-04-30,41,USD
1828,US,Direct,2023-05-24,33,USD
1829,US,Email Marketing,2023-02-16,27,USD
1830,US,Email Marketing,2023-02-08,42,USD
1831,US,Influencer,2023-11-08,63,USD
1832,US,Social Media,2024-05-19,49,USD
1833,Australia,Social Media,2023-04-29,43,AUD
1834,US,Email Marketing,2023-04-10,36,USD
1835,US,Google Search,2023-08-29,34,USD
1836,US,Direct,2025-06-27,18,USD
1837,US,Direct,2024-07-04,20,USD
1838,US,Social Media,2023-05-19,34,USD
1839,US,Direct,2024-02-02,25,USD
1840,US,Social Media,2024-04-09,35,USD
1841,US,Email Marketing,2024-01-15,35,USD
1842,US,Direct,2024-11-17,39,USD
1843,US,Google Search,2025-01-30,24,USD
1844,US,Email Marketing,2024-12-14,36,USD
1845,US,Social Media,2024-07-07,32,USD
1846,US,Social Media,2024-03-05,30,USD
1847,US,Social Media,2024-08-24,18,USD
1848,US,Social Media,2025-01-30,50,USD
1849,US,Social Media,2025-01-14,43,USD
1850,US,Email Marketing,2023-06-08,39,USD
1851,US,Social Media,2025-06-25,20,USD
1852,US,Direct,2024-02-29,31,USD
1853,US,Google Search,2024-11-01,42,USD
1854,US,Google Search,2023-04-12,35,USD
1855,US,Google Search,2025-05-03,21,USD
1856,US,Email Marketing,2024-05-16,18,USD
1857,US,Social Media,2024-09-22,68,USD
1858,US,Direct,2024-02-22,31,USD
1859,US,Social Media,2023-10-14,31,USD
1860,US,Social Media,2023-02-03,30,USD
1861,US,Google Search,2024-12-07,40,USD
1862,US,Google Search,2024-01-15,18,USD
1863,US,Influencer,2023-08-11,18,USD
1864,US,Google Search,2024-03-30,26,USD
1865,US,Social Media,2024-03-31,52,USD
1866,US,Google Search,2023-08-30,29,USD
1867,US,Direct,2025-05-25,38,USD
1868,US,Direct,2024-01-07,32,USD
1869,US,Influencer,2023-04-12,33,USD
1870,US,Social Media,2024-12-03,32,USD
1871,US,Influencer,2024-01-12,34,USD
1872,US,Google Search,2024-07-11,37,USD
1873,US,Direct,2025-07-12,45,USD
1874,US,Social Media,2024-10-22,20,USD
1875,US,Influencer,2024-01-03,42,USD
1876,US,Social Media,2023-03-04,42,USD
1877,US,Social Media,2024-02-12,51,USD
1878,US,Social Media,2023-10-10,27,USD
1879,US,Social Media,2023-07-14,43,USD
1880,US,Email Marketing,2023-05-06,33,USD
1881,US,Google Search,2025-05-18,28,USD
1882,US,Google Search,2025-04-23,40,USD
1883,US,Influencer,2024-04-10,49,USD
1884,US,Social Media,2023-04-04,63,USD
1885,US,Social Media,2024-11-09,45,USD
1886,US,Email Marketing,2023-08-06,46,USD
1887,US,Social Media,2024-10-19,26,USD
1888,US,Google Search,2024-10-16,18,USD
