user_id,session_date,page_views,session_duration_seconds,used_virtual_tryOn,purchased_in_session,region,acquisition_channel
359,2025-01-24,9,47,False,False,US,Influencer
359,2025-04-08,8,133,False,False,US,Influencer
359,2025-05-24,14,106,True,False,US,Influencer
359,2024-08-30,7,140,False,False,US,Influencer
359,2024-04-04,7,60,False,False,US,Influencer
359,2025-01-27,7,274,False,False,US,Influencer
360,2023-05-24,7,115,False,False,US,Direct
360,2023-10-02,8,185,False,False,US,Direct
360,2023-10-31,6,195,False,False,US,Direct
360,2023-10-26,2,101,False,False,US,Direct
360,2023-10-30,7,69,False,False,US,Direct
360,2023-05-24,9,200,False,False,US,Direct
360,2023-05-24,8,10,False,False,US,Direct
360,2023-10-04,14,59,True,True,US,Direct
360,2023-05-24,12,10,True,False,US,Direct
360,2023-11-02,9,78,True,False,US,Direct
360,2023-10-03,6,51,False,False,US,Direct
360,2023-11-02,6,10,True,False,US,Direct
361,2024-05-30,6,76,False,False,US,Google Search
361,2024-03-12,8,43,True,False,US,Google Search
361,2024-04-23,8,222,False,False,US,Google Search
361,2024-04-20,11,10,False,False,US,Google Search
361,2024-04-19,2,67,False,False,US,Google Search
361,2024-04-23,11,165,False,False,US,Google Search
361,2024-05-29,5,58,False,False,US,Google Search
361,2024-04-24,3,116,False,False,US,Google Search
361,2024-06-03,9,60,False,True,US,Google Search
362,2025-04-05,8,202,False,False,US,Email Marketing
362,2025-02-26,17,234,False,False,US,Email Marketing
363,2025-01-18,8,130,False,False,France,Influencer
363,2025-03-13,11,289,False,False,France,Influencer
363,2024-12-31,10,67,False,False,France,Influencer
364,2024-04-23,5,105,False,False,US,Social Media
364,2024-04-24,6,51,False,False,US,Social Media
364,2024-04-25,9,332,False,True,US,Social Media
364,2024-04-23,8,214,True,False,US,Social Media
364,2024-04-19,1,144,False,False,US,Social Media
364,2024-04-18,7,137,False,False,US,Social Media
365,2024-01-09,8,63,False,False,US,Social Media
365,2024-01-18,6,23,True,False,US,Social Media
365,2023-09-30,7,69,False,True,US,Social Media
365,2024-07-12,5,171,False,False,US,Social Media
365,2024-01-12,6,92,False,False,US,Social Media
365,2024-07-13,11,246,False,False,US,Social Media
365,2023-09-13,9,42,False,False,US,Social Media
365,2024-01-11,8,362,False,False,US,Social Media
365,2024-07-09,4,779,False,False,US,Social Media
365,2024-01-14,5,108,False,False,US,Social Media
365,2023-09-28,7,56,False,False,US,Social Media
365,2024-01-17,15,58,False,False,US,Social Media
366,2025-06-16,8,464,True,False,US,Google Search
367,2025-08-08,8,24,False,False,US,Influencer
368,2025-06-20,13,75,False,False,US,Direct
369,2025-06-08,9,21,False,False,US,Social Media
370,2025-04-12,6,65,False,True,US,Social Media
370,2025-04-12,6,115,False,True,US,Social Media
370,2025-06-28,7,101,False,False,US,Social Media
370,2025-04-11,12,108,False,False,US,Social Media
371,2025-07-22,7,40,False,False,Australia,Social Media
372,2025-08-08,4,47,False,False,US,Direct
372,2025-06-14,8,48,False,False,US,Direct
372,2025-05-27,8,246,False,True,US,Direct
372,2025-05-26,5,46,True,False,US,Direct
372,2025-05-27,6,519,False,True,US,Direct
372,2025-05-27,11,65,False,True,US,Direct
372,2025-05-26,9,10,False,False,US,Direct
372,2025-05-26,11,138,True,False,US,Direct
372,2025-08-09,7,155,True,False,US,Direct
372,2025-08-14,4,210,False,True,US,Direct
372,2025-07-29,9,426,False,False,US,Direct
372,2025-05-26,8,465,True,False,US,Direct
373,2024-12-01,10,186,False,False,US,Social Media
374,2023-04-30,13,66,True,False,US,Social Media
374,2023-04-28,8,143,False,False,US,Social Media
374,2023-10-31,4,42,False,True,US,Social Media
374,2024-10-23,7,63,False,False,US,Social Media
374,2023-07-26,8,51,False,False,US,Social Media
374,2023-04-29,10,462,True,False,US,Social Media
374,2024-10-24,13,31,False,False,US,Social Media
374,2023-04-24,11,228,False,False,US,Social Media
374,2023-10-28,7,210,False,False,US,Social Media
374,2023-10-31,12,173,True,True,US,Social Media
374,2023-04-29,8,34,False,False,US,Social Media
374,2023-10-29,8,492,False,False,US,Social Media
375,2024-09-22,8,43,False,False,US,Social Media
375,2024-05-24,18,27,False,False,US,Social Media
375,2025-05-16,10,254,True,False,US,Social Media
376,2024-10-29,5,552,True,False,US,Google Search
376,2024-10-31,13,263,True,False,US,Google Search
377,2024-07-12,7,102,True,False,France,Social Media
377,2024-08-02,11,43,False,False,France,Social Media
377,2024-08-11,10,106,True,False,France,Social Media
377,2024-08-13,9,32,False,False,France,Social Media
377,2024-08-13,9,76,False,False,France,Social Media
377,2024-07-12,5,14,False,False,France,Social Media
377,2024-08-10,12,305,False,False,France,Social Media
377,2024-07-13,10,10,False,False,France,Social Media
378,2025-05-24,2,42,False,False,US,Email Marketing
378,2025-07-24,12,79,False,False,US,Email Marketing
378,2025-07-02,10,10,False,False,US,Email Marketing
379,2023-01-20,6,11,True,True,US,Direct
379,2023-01-17,9,139,False,False,US,Direct
379,2023-04-22,12,250,False,False,US,Direct
379,2023-01-18,10,443,False,False,US,Direct
379,2023-01-16,10,517,True,False,US,Direct
379,2023-01-19,6,117,True,False,US,Direct
380,2023-09-03,5,185,False,False,US,Google Search
380,2024-04-18,11,10,True,False,US,Google Search
380,2023-04-06,5,171,False,False,US,Google Search
380,2023-09-09,8,23,True,False,US,Google Search
381,2025-08-16,8,169,True,False,US,Social Media
381,2025-08-09,11,23,False,False,US,Social Media
382,2025-02-20,10,37,False,False,US,Google Search
383,2025-06-27,9,52,False,True,US,Google Search
383,2025-06-25,13,53,False,False,US,Google Search
383,2025-06-26,8,92,False,False,US,Google Search
383,2025-05-19,7,276,False,False,US,Google Search
383,2025-06-27,10,24,False,True,US,Google Search
383,2025-05-19,10,859,False,False,US,Google Search
383,2025-05-20,6,256,False,False,US,Google Search
383,2025-06-22,5,10,False,False,US,Google Search
384,2023-12-18,7,301,False,False,US,Google Search
384,2023-08-31,7,31,False,False,US,Google Search
384,2023-09-02,9,52,False,True,US,Google Search
384,2024-08-15,11,232,False,False,US,Google Search
385,2024-03-04,7,10,False,False,US,Social Media
385,2024-03-06,6,258,False,True,US,Social Media
385,2023-09-25,12,108,False,False,US,Social Media
385,2023-09-25,4,118,False,False,US,Social Media
385,2024-03-05,8,126,False,False,US,Social Media
385,2024-02-05,6,83,False,True,US,Social Media
385,2023-07-06,10,40,True,False,US,Social Media
385,2024-03-06,11,206,False,True,US,Social Media
385,2024-01-29,7,46,False,False,US,Social Media
385,2024-02-05,6,385,True,True,US,Social Media
385,2024-01-31,5,66,False,False,US,Social Media
385,2024-01-31,8,88,False,False,US,Social Media
385,2023-09-26,6,199,False,False,US,Social Media
385,2023-09-27,10,28,False,False,US,Social Media
385,2024-01-31,8,108,False,False,US,Social Media
385,2024-02-25,8,412,True,False,US,Social Media
385,2023-09-13,8,29,True,False,US,Social Media
385,2024-02-04,5,137,False,False,US,Social Media
385,2023-09-22,12,147,False,False,US,Social Media
385,2023-09-16,6,311,False,False,US,Social Media
386,2024-02-21,10,346,False,False,US,Social Media
387,2025-04-03,4,107,False,False,US,Email Marketing
388,2024-05-11,10,31,True,False,US,Influencer
388,2024-05-11,12,245,True,False,US,Influencer
388,2024-05-12,7,279,True,True,US,Influencer
388,2024-05-11,10,476,True,False,US,Influencer
389,2023-08-08,6,374,False,True,US,Google Search
389,2023-11-17,6,86,False,False,US,Google Search
390,2025-06-05,7,193,True,True,US,Social Media
390,2025-06-04,5,32,False,False,US,Social Media
390,2025-06-04,10,10,True,False,US,Social Media
390,2025-06-04,10,277,False,False,US,Social Media
390,2025-06-05,5,555,True,True,US,Social Media
391,2024-06-01,10,15,False,False,US,Google Search
391,2024-06-03,9,273,False,False,US,Google Search
391,2024-02-17,5,10,False,False,US,Google Search
391,2024-06-10,7,10,False,True,US,Google Search
391,2024-02-15,10,119,False,False,US,Google Search
391,2025-01-03,8,10,False,False,US,Google Search
391,2025-01-04,8,63,True,False,US,Google Search
391,2025-01-01,5,73,False,False,US,Google Search
391,2024-11-15,8,68,False,False,US,Google Search
391,2024-10-29,4,10,False,False,US,Google Search
391,2024-02-19,12,78,False,False,US,Google Search
391,2024-11-21,14,449,False,False,US,Google Search
391,2024-06-06,11,10,True,False,US,Google Search
391,2024-11-17,7,180,False,False,US,Google Search
391,2024-02-18,9,195,False,False,US,Google Search
391,2024-02-21,6,145,True,False,US,Google Search
391,2024-02-15,11,234,False,False,US,Google Search
391,2024-06-03,6,71,False,False,US,Google Search
391,2024-06-05,9,27,False,False,US,Google Search
391,2024-06-09,4,348,True,False,US,Google Search
392,2025-08-01,1,242,False,False,US,Social Media
392,2025-07-18,15,153,True,False,US,Social Media
393,2023-08-05,8,68,False,False,US,Social Media
393,2023-03-02,4,427,False,False,US,Social Media
393,2024-11-08,9,38,False,True,US,Social Media
393,2023-08-06,4,422,False,False,US,Social Media
393,2023-03-02,5,140,False,False,US,Social Media
393,2023-12-17,3,39,False,True,US,Social Media
393,2024-11-08,11,110,False,True,US,Social Media
393,2023-03-02,10,10,False,False,US,Social Media
393,2024-11-01,10,233,False,False,US,Social Media
393,2024-11-07,8,78,False,False,US,Social Media
393,2023-12-10,9,18,True,False,US,Social Media
393,2023-12-14,12,367,False,False,US,Social Media
394,2023-06-20,7,193,True,False,US,Social Media
394,2024-03-10,6,669,True,False,US,Social Media
394,2024-03-12,4,122,False,False,US,Social Media
394,2023-06-18,11,257,False,False,US,Social Media
394,2023-06-18,11,70,False,False,US,Social Media
394,2023-06-18,6,19,False,False,US,Social Media
394,2023-06-21,9,318,True,False,US,Social Media
394,2025-03-13,5,309,False,False,US,Social Media
394,2025-03-13,5,219,True,False,US,Social Media
394,2024-03-04,4,466,False,False,US,Social Media
394,2023-06-21,12,154,False,False,US,Social Media
394,2024-03-12,8,140,False,False,US,Social Media
394,2024-03-14,10,21,True,True,US,Social Media
394,2025-03-09,6,270,True,False,US,Social Media
394,2023-06-24,7,39,False,True,US,Social Media
394,2025-03-10,10,88,False,False,US,Social Media
394,2025-03-14,9,221,False,True,US,Social Media
394,2024-03-08,13,14,False,False,US,Social Media
394,2023-06-21,6,499,False,False,US,Social Media
394,2025-03-12,9,29,False,False,US,Social Media
395,2024-03-03,5,78,False,False,US,Social Media
395,2024-02-02,4,43,False,False,US,Social Media
395,2024-02-01,8,80,False,False,US,Social Media
395,2024-03-04,9,252,False,False,US,Social Media
396,2024-03-11,8,178,False,False,US,Influencer
396,2023-03-08,3,297,True,False,US,Influencer
396,2024-02-28,11,189,True,False,US,Influencer
396,2023-01-04,8,25,False,False,US,Influencer
396,2024-03-13,10,275,False,True,US,Influencer
396,2023-02-03,7,166,True,False,US,Influencer
396,2023-02-12,13,215,True,True,US,Influencer
396,2023-02-09,5,169,False,False,US,Influencer
396,2023-02-04,8,126,False,False,US,Influencer
396,2023-03-02,3,116,False,False,US,Influencer
396,2023-01-07,10,108,False,True,US,Influencer
396,2023-02-09,5,119,False,False,US,Influencer
396,2023-03-13,5,39,False,False,US,Influencer
396,2023-03-14,11,272,False,True,US,Influencer
396,2024-03-12,7,350,False,False,US,Influencer
396,2024-03-11,8,474,False,False,US,Influencer
396,2023-01-03,9,54,True,False,US,Influencer
396,2023-03-10,9,379,False,False,US,Influencer
396,2023-03-13,4,133,False,False,US,Influencer
396,2024-03-12,9,447,False,False,US,Influencer
397,2024-06-23,8,137,False,False,US,Google Search
397,2024-03-17,8,80,False,False,US,Google Search
397,2025-05-27,8,135,True,False,US,Google Search
398,2025-03-10,12,150,False,False,US,Email Marketing
398,2024-02-21,10,28,True,False,US,Email Marketing
398,2023-10-01,10,10,False,False,US,Email Marketing
398,2023-09-29,8,438,False,False,US,Email Marketing
398,2023-11-20,9,398,False,False,US,Email Marketing
398,2024-02-16,12,52,False,False,US,Email Marketing
398,2024-02-15,7,101,False,False,US,Email Marketing
398,2024-02-17,3,579,True,False,US,Email Marketing
398,2024-03-20,10,36,False,False,US,Email Marketing
398,2023-11-17,10,441,False,False,US,Email Marketing
399,2025-08-15,5,97,False,False,US,Email Marketing
399,2025-08-06,7,10,False,False,US,Email Marketing
399,2025-08-09,9,93,False,False,US,Email Marketing
399,2025-08-07,10,65,False,False,US,Email Marketing
399,2025-08-12,8,55,True,False,US,Email Marketing
400,2025-07-19,6,548,False,False,US,Direct
400,2025-07-21,8,52,False,False,US,Direct
400,2025-06-08,4,468,False,False,US,Direct
400,2025-06-03,12,233,False,False,US,Direct
400,2025-07-19,7,30,True,False,US,Direct
400,2025-07-21,3,416,True,False,US,Direct
400,2025-07-20,6,10,False,False,US,Direct
400,2025-06-10,11,14,False,True,US,Direct
401,2025-05-18,7,198,False,False,US,Direct
401,2025-07-11,9,200,True,False,US,Direct
401,2025-06-21,13,149,False,False,US,Direct
402,2024-04-10,6,210,False,False,US,Social Media
402,2024-04-10,7,316,False,False,US,Social Media
402,2024-04-10,7,112,False,False,US,Social Media
403,2023-10-28,8,31,False,False,France,Social Media
403,2023-10-31,7,120,False,True,France,Social Media
403,2023-10-26,6,128,False,False,France,Social Media
403,2023-10-27,12,12,False,False,France,Social Media
403,2023-10-20,10,68,True,False,France,Social Media
403,2023-10-25,7,87,False,False,France,Social Media
404,2024-03-10,12,252,False,False,US,Google Search
404,2024-03-09,5,959,True,False,US,Google Search
404,2024-03-10,8,780,False,False,US,Google Search
405,2025-02-10,8,337,True,False,US,Direct
405,2025-01-12,7,109,False,False,US,Direct
405,2025-01-13,4,740,False,True,US,Direct
405,2025-02-11,4,18,False,False,US,Direct
405,2025-01-08,6,28,False,False,US,Direct
405,2025-02-10,13,227,False,False,US,Direct
406,2025-05-10,7,125,False,False,US,Direct
407,2025-03-29,6,376,False,False,US,Social Media
407,2025-05-12,8,361,False,False,US,Social Media
407,2025-04-01,6,240,False,True,US,Social Media
407,2025-03-31,5,39,True,False,US,Social Media
407,2025-03-30,12,187,False,False,US,Social Media
407,2025-05-14,4,256,False,True,US,Social Media
407,2025-08-04,10,55,False,True,US,Social Media
407,2025-03-29,6,241,False,False,US,Social Media
407,2025-08-04,8,13,False,True,US,Social Media
408,2024-12-30,10,34,False,False,US,Direct
408,2024-10-05,9,14,False,False,US,Direct
408,2024-10-15,6,10,False,False,US,Direct
408,2024-07-23,4,85,False,False,US,Direct
408,2024-07-25,6,213,False,False,US,Direct
408,2024-07-25,4,406,False,False,US,Direct
408,2024-07-23,8,247,False,False,US,Direct
408,2024-12-31,12,153,False,False,US,Direct
408,2024-12-22,6,67,False,False,US,Direct
408,2024-10-11,5,223,True,False,US,Direct
408,2024-10-16,16,292,False,True,US,Direct
408,2024-12-31,5,162,False,False,US,Direct
408,2024-07-23,6,67,False,False,US,Direct
408,2024-12-21,10,177,False,False,US,Direct
408,2024-07-23,7,928,True,False,US,Direct
409,2024-11-08,5,725,False,False,US,Google Search
409,2024-11-08,8,178,False,False,US,Google Search
410,2025-01-05,10,22,False,False,UK,Social Media
410,2025-01-10,5,101,False,False,UK,Social Media
410,2025-01-15,6,11,False,False,UK,Social Media
411,2024-05-16,3,198,True,False,US,Google Search
412,2023-08-06,10,150,False,False,US,Email Marketing
412,2023-06-08,10,45,False,True,US,Email Marketing
412,2023-08-08,6,281,False,False,US,Email Marketing
412,2023-10-27,11,31,False,False,US,Email Marketing
412,2023-10-30,13,573,False,False,US,Email Marketing
412,2023-06-08,7,10,False,True,US,Email Marketing
413,2025-02-27,8,335,False,False,US,Google Search
414,2024-11-05,10,228,False,False,US,Social Media
414,2023-11-01,8,344,False,False,US,Social Media
414,2024-11-05,7,122,False,False,US,Social Media
414,2023-11-01,7,845,False,False,US,Social Media
414,2024-11-09,6,74,True,True,US,Social Media
414,2024-11-04,9,211,False,False,US,Social Media
414,2023-11-04,5,94,False,True,US,Social Media
414,2023-10-31,6,35,False,False,US,Social Media
414,2023-12-04,12,123,False,True,US,Social Media
414,2023-11-03,5,44,False,False,US,Social Media
414,2023-11-24,7,49,False,False,US,Social Media
414,2023-11-04,9,87,False,True,US,Social Media
415,2023-08-11,12,256,True,False,US,Direct
415,2023-08-11,10,289,False,False,US,Direct
416,2024-10-26,13,33,False,False,US,Influencer
416,2025-01-09,12,49,False,False,US,Influencer
416,2023-05-29,9,212,False,False,US,Influencer
417,2024-12-15,8,14,False,False,US,Social Media
417,2025-01-17,7,10,False,False,US,Social Media
418,2025-01-26,7,403,True,False,US,Email Marketing
418,2025-01-29,8,21,False,False,US,Email Marketing
418,2025-01-23,7,50,False,False,US,Email Marketing
419,2025-01-12,14,173,False,False,US,Google Search
419,2024-07-11,8,159,False,False,US,Google Search
419,2025-04-07,9,270,False,False,US,Google Search
419,2024-07-15,14,269,False,False,US,Google Search
419,2025-04-03,4,92,False,False,US,Google Search
420,2023-11-16,6,532,False,False,US,Google Search
420,2024-04-11,8,345,False,False,US,Google Search
420,2023-11-17,4,102,False,False,US,Google Search
420,2023-09-24,7,48,False,False,US,Google Search
420,2024-05-22,5,253,True,False,US,Google Search
420,2024-05-18,10,119,False,False,US,Google Search
420,2024-05-26,3,233,True,True,US,Google Search
420,2024-05-21,13,187,False,False,US,Google Search
420,2024-03-15,7,103,False,False,US,Google Search
420,2023-03-04,4,155,False,True,US,Google Search
420,2024-03-27,5,113,False,True,US,Google Search
420,2023-11-21,3,355,False,False,US,Google Search
421,2025-02-19,9,178,False,True,France,Social Media
421,2025-02-15,8,163,True,False,France,Social Media
422,2024-08-02,7,52,False,False,US,Social Media
422,2025-07-04,7,182,False,False,US,Social Media
422,2024-04-11,8,301,False,False,US,Social Media
423,2024-12-28,4,239,False,False,France,Google Search
424,2023-02-21,6,664,True,False,US,Email Marketing
424,2023-02-21,5,228,False,False,US,Email Marketing
425,2024-10-18,5,318,False,False,US,Social Media
425,2025-06-23,9,50,False,False,US,Social Media
425,2025-03-20,8,68,False,False,US,Social Media
426,2024-05-03,8,195,False,True,US,Social Media
427,2024-06-04,11,38,False,False,US,Direct
427,2024-06-07,9,219,False,True,US,Direct
427,2024-06-07,7,33,False,True,US,Direct
428,2025-07-30,3,62,True,True,US,Email Marketing
428,2025-07-30,7,107,False,True,US,Email Marketing
428,2025-07-30,6,144,False,True,US,Email Marketing
429,2025-08-14,6,47,False,False,US,Email Marketing
429,2025-06-29,10,381,False,False,US,Email Marketing
429,2025-07-29,6,1028,False,False,US,Email Marketing
430,2024-07-12,8,148,False,False,US,Social Media
430,2024-07-06,4,83,False,False,US,Social Media
430,2025-03-18,9,51,False,False,US,Social Media
430,2025-04-19,5,154,False,False,US,Social Media
431,2023-06-11,7,26,False,False,US,Influencer
431,2023-06-11,10,106,False,False,US,Influencer
431,2023-06-11,8,430,True,False,US,Influencer
432,2023-03-09,5,313,False,False,US,Google Search
432,2023-03-11,5,274,False,False,US,Google Search
432,2023-03-06,11,35,False,False,US,Google Search
432,2023-03-11,9,23,False,False,US,Google Search
432,2023-03-08,7,43,False,False,US,Google Search
433,2024-06-08,10,206,False,False,US,Social Media
433,2024-10-15,3,368,True,True,US,Social Media
433,2024-06-04,14,324,False,False,US,Social Media
433,2024-06-09,10,183,False,False,US,Social Media
433,2024-10-14,10,46,False,False,US,Social Media
433,2024-06-09,6,45,False,False,US,Social Media
433,2024-07-08,9,100,True,False,US,Social Media
433,2024-07-01,8,60,False,False,US,Social Media
433,2024-06-04,6,127,False,False,US,Social Media
433,2024-10-07,4,14,False,False,US,Social Media
433,2024-10-10,7,168,True,False,US,Social Media
433,2024-07-09,6,516,False,False,US,Social Media
433,2024-10-13,8,210,False,False,US,Social Media
433,2024-07-06,4,43,False,False,US,Social Media
433,2024-06-10,11,175,True,True,US,Social Media
434,2024-02-04,5,32,False,False,US,Google Search
434,2023-03-26,9,131,False,False,US,Google Search
434,2024-02-03,12,46,False,False,US,Google Search
434,2023-03-31,7,395,False,False,US,Google Search
434,2023-03-31,7,39,False,False,US,Google Search
434,2024-02-02,9,321,False,False,US,Google Search
435,2025-05-21,15,24,True,False,US,Direct
435,2025-06-15,6,13,False,False,US,Direct
435,2025-06-23,14,89,False,False,US,Direct
435,2025-05-21,6,143,False,False,US,Direct
436,2024-07-01,12,162,False,False,US,Direct
436,2024-07-03,8,337,True,False,US,Direct
436,2024-07-10,5,108,False,True,US,Direct
436,2024-07-08,8,10,True,False,US,Direct
436,2024-07-10,11,374,True,True,US,Direct
436,2024-06-25,4,10,False,False,US,Direct
436,2024-07-10,10,36,False,True,US,Direct
436,2023-07-10,3,78,False,False,US,Direct
436,2024-07-06,4,197,False,False,US,Direct
436,2024-07-05,9,123,False,False,US,Direct
437,2023-11-15,8,97,False,False,France,Social Media
437,2025-07-05,8,24,False,False,France,Social Media
438,2024-09-01,6,289,True,True,US,Social Media
438,2024-12-27,11,441,False,False,US,Social Media
438,2024-09-01,6,145,False,True,US,Social Media
438,2024-12-24,8,59,False,False,US,Social Media
439,2024-04-23,8,39,False,False,US,Email Marketing
440,2024-11-23,7,50,False,True,US,Direct
440,2024-11-22,7,238,False,False,US,Direct
440,2024-11-22,10,41,False,False,US,Direct
440,2024-11-22,9,112,False,False,US,Direct
441,2025-08-07,9,114,False,False,US,Google Search
441,2025-08-14,8,109,True,False,US,Google Search
442,2023-10-16,8,10,False,False,US,Direct
442,2023-10-18,9,199,False,True,US,Direct
442,2023-08-29,10,15,True,False,US,Direct
442,2023-08-30,8,161,False,True,US,Direct
443,2024-02-18,12,10,False,True,US,Direct
443,2024-05-07,13,150,True,False,US,Direct
443,2024-05-08,15,77,False,False,US,Direct
443,2024-02-18,10,77,True,True,US,Direct
443,2024-05-02,14,685,False,False,US,Direct
443,2024-05-11,6,270,False,False,US,Direct
444,2023-10-20,9,133,True,False,Japan,Social Media
444,2023-10-28,8,16,False,False,Japan,Social Media
444,2023-05-13,12,177,False,False,Japan,Social Media
444,2023-05-17,10,79,False,False,Japan,Social Media
444,2023-10-29,12,17,False,False,Japan,Social Media
444,2023-10-28,3,86,False,False,Japan,Social Media
445,2025-06-30,5,662,False,False,France,Google Search
445,2025-06-30,8,475,False,False,France,Google Search
445,2025-06-30,9,331,False,False,France,Google Search
446,2024-09-10,10,94,True,False,US,Direct
447,2023-09-22,4,125,False,False,US,Google Search
447,2023-09-27,9,193,True,False,US,Google Search
447,2023-12-27,6,217,False,False,US,Google Search
447,2023-10-03,9,201,True,False,US,Google Search
447,2023-10-06,4,263,False,False,US,Google Search
447,2023-10-05,6,92,False,False,US,Google Search
448,2025-06-17,8,17,True,False,US,Direct
448,2024-10-18,9,94,False,False,US,Direct
448,2024-08-30,7,175,True,False,US,Direct
448,2024-09-18,14,235,False,False,US,Direct
449,2024-09-25,8,521,False,False,US,Google Search
450,2024-12-15,5,21,False,False,US,Social Media
450,2024-03-24,9,59,True,False,US,Social Media
450,2024-11-02,7,136,False,False,US,Social Media
451,2024-09-28,6,10,False,True,US,Google Search
451,2025-01-01,10,10,False,False,US,Google Search
451,2025-01-24,9,431,False,False,US,Google Search
452,2023-04-22,8,133,False,True,US,Google Search
452,2023-10-08,8,98,True,False,US,Google Search
452,2023-07-11,6,330,True,False,US,Google Search
452,2023-05-15,16,134,False,False,US,Google Search
452,2023-10-09,11,84,False,True,US,Google Search
452,2023-05-21,7,77,False,False,US,Google Search
452,2023-10-08,8,76,False,False,US,Google Search
452,2023-04-21,11,10,False,False,US,Google Search
452,2023-10-06,9,843,False,False,US,Google Search
452,2023-07-19,6,221,False,False,US,Google Search
452,2023-08-31,7,52,False,False,US,Google Search
452,2023-05-22,8,227,False,False,US,Google Search
452,2023-04-19,5,138,False,False,US,Google Search
452,2023-05-19,13,51,True,False,US,Google Search
452,2023-05-20,5,155,False,False,US,Google Search
452,2023-05-22,5,54,True,False,US,Google Search
452,2023-08-25,9,187,False,False,US,Google Search
452,2023-08-17,9,379,False,False,US,Google Search
452,2023-04-15,7,61,False,False,US,Google Search
452,2023-07-07,8,33,False,False,US,Google Search
453,2024-11-26,5,278,True,True,US,Google Search
453,2024-03-05,8,174,False,False,US,Google Search
453,2024-11-21,7,104,False,False,US,Google Search
453,2024-03-05,9,249,False,False,US,Google Search
454,2024-11-04,10,421,False,False,US,Google Search
454,2024-12-10,6,24,False,False,US,Google Search
454,2024-11-04,7,53,False,False,US,Google Search
454,2024-12-03,8,73,False,False,US,Google Search
455,2024-08-20,7,13,False,False,US,Email Marketing
455,2024-08-21,7,529,True,True,US,Email Marketing
456,2024-09-11,10,234,False,True,US,Social Media
456,2024-08-12,6,229,False,True,US,Social Media
456,2024-08-30,11,65,False,False,US,Social Media
456,2024-08-02,8,219,False,False,US,Social Media
456,2024-09-10,10,65,False,False,US,Social Media
456,2024-08-03,8,80,False,False,US,Social Media
456,2024-09-08,6,319,False,False,US,Social Media
456,2024-09-09,9,10,False,False,US,Social Media
456,2024-08-08,5,270,True,False,US,Social Media
456,2024-09-02,10,140,False,False,US,Social Media
457,2024-09-27,9,367,False,False,US,Google Search
457,2024-07-26,2,461,False,False,US,Google Search
457,2024-12-15,10,183,True,False,US,Google Search
457,2025-01-19,5,175,True,False,US,Google Search
457,2025-04-09,12,196,False,False,US,Google Search
457,2024-09-18,11,27,False,False,US,Google Search
457,2024-09-02,3,74,False,False,US,Google Search
458,2025-08-17,7,408,False,False,US,Direct
458,2025-07-09,11,250,False,False,US,Direct
459,2025-08-15,3,307,False,False,US,Direct
460,2025-03-06,8,323,False,False,US,Influencer
460,2024-04-27,2,11,False,False,US,Influencer
460,2024-04-06,5,963,False,False,US,Influencer
461,2023-07-31,8,68,False,False,US,Influencer
461,2023-08-07,6,385,False,False,US,Influencer
461,2023-08-28,12,186,False,False,US,Influencer
461,2023-11-23,14,10,True,False,US,Influencer
461,2023-08-15,11,139,False,False,US,Influencer
461,2023-08-01,5,64,False,True,US,Influencer
461,2023-11-29,8,181,False,False,US,Influencer
461,2023-07-29,12,146,False,False,US,Influencer
461,2023-08-27,9,347,False,False,US,Influencer
461,2023-07-29,3,348,False,False,US,Influencer
461,2023-08-08,7,173,False,False,US,Influencer
461,2023-07-30,7,64,False,False,US,Influencer
462,2024-12-22,6,158,False,False,US,Social Media
462,2024-12-03,7,519,False,False,US,Social Media
463,2025-01-03,8,90,True,False,US,Social Media
463,2025-01-10,5,164,False,True,US,Social Media
463,2025-01-06,7,233,False,False,US,Social Media
463,2025-01-10,8,85,True,True,US,Social Media
464,2024-11-12,5,35,False,False,US,Direct
465,2023-11-20,14,613,True,False,US,Social Media
465,2023-09-02,10,15,False,False,US,Social Media
465,2023-11-22,12,63,False,True,US,Social Media
465,2023-11-18,11,108,False,False,US,Social Media
465,2023-09-02,6,13,False,False,US,Social Media
465,2023-09-02,8,114,False,False,US,Social Media
465,2023-12-18,11,369,False,False,US,Social Media
465,2023-12-19,7,57,False,False,US,Social Media
465,2023-09-26,10,20,False,False,US,Social Media
465,2023-09-02,4,205,False,False,US,Social Media
465,2023-09-02,6,52,False,False,US,Social Media
465,2023-12-22,10,82,True,True,US,Social Media
465,2023-11-22,12,291,True,True,US,Social Media
465,2023-10-02,11,23,False,False,US,Social Media
465,2023-09-03,6,809,False,False,US,Social Media
465,2023-11-08,7,92,False,False,US,Social Media
465,2023-09-02,10,321,False,False,US,Social Media
465,2023-09-02,10,1406,False,False,US,Social Media
465,2023-09-11,8,48,False,False,US,Social Media
465,2023-09-12,13,93,True,False,US,Social Media
466,2024-02-29,7,611,True,False,US,Direct
466,2023-11-10,5,67,False,False,US,Direct
466,2024-02-02,5,16,False,True,US,Direct
466,2023-10-08,6,10,False,True,US,Direct
466,2023-12-11,12,65,False,True,US,Direct
466,2024-03-03,2,147,False,True,US,Direct
466,2023-12-08,8,550,False,False,US,Direct
466,2023-10-05,5,564,False,False,US,Direct
466,2024-03-03,8,128,False,True,US,Direct
466,2023-11-08,4,179,False,False,US,Direct
466,2023-11-10,7,312,False,False,US,Direct
